stationID,LONG,LAT
58040,119.11,34.83
58251,120.31,32.86
58847,119.28,26.08
59117,116.1,24.26
50745,123.91,47.38
51133,83.0,46.73
51431,81.33,43.95
51747,83.67,39.0
53564,111.15,39.38
54423,117.93,40.96
54618,116.28,38.03
51076,88.08,47.73
58238,118.8,32.0
58752,120.61,27.78
48930,102.13,19.88
48940,102.52,17.95
48955,105.16,15.11
50844,123.41,46.4
50854,125.31,46.38
50968,127.96,45.21
51379,89.56,44.01
51467,86.3,42.73
51495,91.63,43.48
53480,113.06,41.03
53673,112.71,38.73
53698,114.41,38.03
53898,114.36,36.11
54308,116.63,41.21
54602,115.51,38.85
54725,117.53,37.5
54751,120.71,37.93
54916,116.85,35.56
57014,105.88,34.55
57025,107.38,34.51
57046,110.08,34.48
58208,115.66,32.16
56146,100.0,31.61
56444,98.88,28.45
56492,104.6,28.8
56571,102.26,27.9
57799,114.96,27.11
57866,111.61,26.23
57957,110.3,25.31
57993,114.95,25.85
58027,117.15,34.28
58141,119.03,33.66
58265,121.6,32.06
58472,122.45,30.73
58477,122.1,30.03
58527,117.2,29.3
58633,118.86,28.96
58666,121.9,28.45
58725,117.46,27.33
58921,117.35,25.96
59082,113.6,24.68
59211,106.6,23.9
59265,111.3,23.48
59293,114.68,23.73
59501,115.36,22.78
59663,111.96,21.86
59838,108.61,19.1
59948,109.51,18.23
59981,112.33,16.83
47401,141.68,45.41
47412,141.33,43.05
47420,145.58,43.33
47426,142.78,42.16
47582,140.1,39.71
47590,140.89,38.26
47600,136.9,37.38
47648,140.85,35.72
47662,139.76,35.68
47678,139.78,33.1
47740,133.33,36.2
47778,135.75,33.45
47807,130.38,33.58
47827,130.55,31.55
47843,128.83,32.7
47909,129.5,28.38
47918,124.16,24.33
47936,127.68,26.2
47945,131.23,25.83
47971,142.18,27.08
47991,153.98,24.28
50353,126.65,51.71
50557,125.23,49.16
50756,126.96,47.43
50949,124.83,45.11
50963,128.73,45.96
50978,130.95,45.28
51087,89.51,46.98
51156,85.71,46.78
51644,83.06,41.71
51656,86.13,41.75
51886,90.85,38.25
52602,93.33,38.75
52713,95.28,37.83
52754,100.13,37.33
52818,94.9,36.41
52836,98.1,36.3
52955,100.75,35.58
53068,111.96,43.65
53276,112.9,42.4
54135,122.27,43.6
54236,122.53,42.41
54539,118.9,39.41
54662,121.63,38.9
54753,120.31,37.61
54857,120.33,36.06
57067,111.03,34.05
57178,112.58,33.03
57245,109.03,32.71
57297,114.05,32.13
47575,140.76,40.81
47624,139.06,36.4
47629,140.46,36.38
47636,136.96,35.16
47655,138.21,34.59
47750,135.31,35.45
47772,135.51,34.68
47800,129.3,34.2
47815,131.61,33.23
47817,129.86,32.73
47830,131.42,31.92
47891,134.05,34.31
47895,134.56,34.06
47927,125.28,24.78
50434,121.68,50.48
50527,119.75,49.21
50603,116.81,48.66
50632,121.91,48.76
50727,119.95,47.16
50915,116.96,45.51
51716,78.56,39.8
51765,87.7,40.63
51777,88.16,39.03
51811,77.26,38.43
51828,79.93,37.13
52267,101.06,41.95
52323,97.03,41.8
52495,104.8,40.16
53149,110.13,42.53
53192,114.95,44.01
53231,106.4,41.4
53336,108.51,41.56
53391,114.0,41.9
53529,107.98,39.1
53543,109.98,39.83
53723,107.4,37.78
54012,117.6,44.58
54026,120.9,44.56
54027,119.4,43.98
54208,116.46,42.18
54776,122.68,37.4
56004,92.43,34.21
56033,98.21,34.91
56046,99.65,33.75
56196,104.68,31.46
56287,103.0,29.98
56684,103.28,26.41
56751,100.18,25.7
56786,103.83,25.58
56977,101.85,22.58
57259,110.76,32.03
57279,112.75,32.15
57348,109.5,31.05
57399,115.01,31.18
57554,110.16,29.4
57793,114.38,27.8
58345,119.48,31.43
58506,115.98,29.58
58813,116.33,26.85
58834,118.16,26.65
58926,117.4,25.3
58944,119.78,25.51
59096,114.48,24.36
59102,115.65,24.95
59278,112.46,23.05
59456,110.93,22.35
59493,114.1,22.55
59658,110.4,21.21
59673,112.76,21.73
59845,109.58,19.51
55299,92.06,31.48
55591,91.13,29.66
56739,98.5,25.01
56951,100.21,23.95
56964,101.4,22.66
57328,107.5,31.2
57411,106.1,30.78
57447,109.46,30.28
57662,111.68,29.05
57745,109.68,27.45
57972,113.03,25.8
58203,115.81,32.91
58314,116.31,31.4
58424,117.05,30.53
59023,108.05,24.7
59417,106.85,22.33
59985,111.61,16.53
53478,112.45,40.0
54171,126.51,43.7
54237,121.65,42.03
54335,122.08,41.68
54339,123.0,41.08
54351,124.08,41.91
54365,125.35,41.26
54429,117.95,40.2
54454,120.35,40.35
54518,116.38,39.11
54563,122.01,39.63
54623,117.71,39.0
54705,115.38,37.37
54744,118.53,37.6
51711,78.45,40.93
51730,81.05,40.5
52112,95.13,43.76
52737,97.36,37.36
52787,102.86,37.2
53352,110.43,41.7
53593,114.56,39.83
53705,105.66,37.48
53863,111.91,37.03
53975,112.4,35.48
54273,126.75,42.98
54324,120.45,41.55
54405,115.5,40.4
54436,118.95,40.4
54808,115.58,36.03
54826,117.1,36.25
54836,118.15,36.18
54863,121.16,36.76
56018,95.3,32.9
56021,95.78,34.13
57071,112.43,34.83
50548,123.71,49.2
50564,127.35,49.43
51334,82.9,44.61
51818,78.28,37.61
52378,102.36,41.36
53487,113.33,40.1
53502,105.75,39.78
53923,107.63,35.73
54049,123.96,44.25
54115,118.06,43.6
54157,124.33,43.18
54186,128.2,43.36
54311,117.75,41.93
54346,123.78,41.31
54377,126.15,41.1
54386,128.16,42.35
54493,124.78,40.71
54715,116.56,37.33
54929,117.95,35.25
54945,119.53,35.38
56065,101.6,34.73
57193,114.51,33.78
57290,114.01,33.0
50658,125.88,48.05
50888,132.18,46.31
50983,132.96,45.76
51053,86.4,48.05
51542,84.15,43.03
52436,97.03,40.26
52908,93.08,35.21
52996,105.0,35.38
53083,114.15,44.61
53764,111.1,37.5
53787,112.98,37.06
54096,131.15,44.38
54226,120.7,42.33
54259,124.91,42.1
54527,117.06,39.08
54534,118.15,39.66
58138,118.51,32.98
58241,119.45,32.8
58259,120.85,32.01
58343,119.93,31.76
58358,120.43,31.06
58464,121.08,30.61
58549,119.65,29.11
58562,121.56,29.86
58665,121.41,28.61
58667,121.26,28.08
58737,118.31,27.05
58820,117.16,26.9
58846,119.51,26.66
58918,116.41,25.05
59126,117.65,24.5
59133,118.91,24.9
56671,102.25,26.65
57378,112.56,31.16
57426,107.8,30.68
57476,112.18,30.33
57584,113.08,29.38
57598,114.58,29.03
57655,110.4,28.46
57776,112.7,27.3
58321,117.23,31.86
58437,118.15,30.13
58556,120.81,29.6
58569,121.95,29.2
58646,119.91,28.45
58715,116.65,27.58
58730,118.03,27.76
58731,118.53,27.91
58754,120.2,27.33
58911,116.36,25.85
58931,118.1,25.71
59254,110.08,23.4
59632,108.61,21.95
59855,110.46,19.23
56144,98.56,31.73
56152,100.33,32.28
56167,101.11,30.98
56182,103.56,32.65
56357,100.3,29.05
56586,103.71,27.35
56748,99.16,25.11
56763,101.86,25.73
56768,101.53,25.01
56838,97.85,24.01
56886,103.76,24.53
56946,99.4,23.55
56959,100.8,22.0
56969,101.56,21.48
57731,108.25,27.95
57766,111.46,27.23
57845,109.78,26.16
57853,110.63,26.73
57916,106.76,25.43
57922,107.55,25.83
57932,108.53,25.96
58338,118.58,31.15
59007,105.06,24.06
59046,109.4,24.35
59058,110.51,24.2
59072,112.38,24.78
59087,113.53,23.86
59209,105.83,23.41
50425,120.18,50.25
53664,111.13,38.46
53853,110.95,36.7
54134,121.28,43.6
54142,123.53,43.5
54284,127.56,42.1
54287,128.08,42.01
54363,125.9,41.68
54624,117.35,36.36
54774,122.13,37.46
54936,118.83,35.58
57077,111.6,33.78
57091,114.38,34.76
57181,113.05,33.88
45007,114.2,22.31
45011,113.53,22.2
57947,109.4,25.21
57996,114.31,25.13
59021,107.03,24.55
59065,111.51,24.41
59218,106.41,23.13
59228,107.58,23.31
59242,109.23,23.75
59271,112.43,23.63
59298,114.41,23.08
59303,115.76,23.93
59317,116.3,23.03
59446,109.3,22.41
59453,110.16,22.65
59462,111.56,22.76
59478,112.78,22.25
59626,107.96,21.53
59664,111.0,21.5
59754,110.16,20.33
59849,109.83,19.03
59954,110.03,18.5
50246,124.71,52.31
50442,124.11,50.4
50834,121.21,46.6
51232,82.58,45.18
51705,75.25,39.71
51839,82.71,37.06
51855,85.55,38.15
51931,81.65,36.85
52424,95.76,40.53
52446,99.51,40.3
52447,98.9,40.0
52576,101.68,39.21
52633,98.41,38.8
52674,101.96,38.23
52707,93.51,36.66
52765,101.61,37.38
52825,96.41,36.43
52856,100.61,36.26
52895,104.68,36.56
53738,108.16,36.91
53821,107.3,36.58
53929,107.8,35.2
56034,97.13,33.8
56067,101.48,33.43
56093,104.01,34.43
56125,96.48,32.2
57106,106.15,33.31
57134,107.98,33.53
57144,109.15,33.43
50742,124.48,47.8
50853,126.96,46.61
51068,87.46,47.11
51186,90.38,46.66
51241,83.6,45.93
51330,81.01,44.96
51365,87.53,44.2
51526,88.21,42.23
52661,101.08,38.8
52797,104.05,37.18
52984,103.18,35.58
52986,103.86,35.36
53195,113.63,43.86
53362,111.68,41.53
53740,109.23,37.93
53754,110.21,37.5
54041,123.06,44.78
54063,126.0,44.96
54326,119.7,41.38
57034,108.21,34.25
57089,113.85,34.01
57156,111.5,33.3
57232,108.26,33.05
58005,115.66,34.45
56188,103.66,30.98
56475,102.51,28.65
56485,103.56,28.28
56533,98.66,27.75
56543,99.7,27.83
56565,101.51,27.43
56643,98.85,26.86
56875,102.55,24.35
56991,104.33,23.61
57251,110.41,33.0
57313,106.76,31.85
57432,108.4,30.76
57458,110.65,30.2
57545,109.41,29.51
57562,111.36,29.58
57574,112.4,29.36
57583,113.91,29.98
57608,105.43,28.16
57649,109.73,28.31
57669,111.21,28.38
57671,112.36,28.85
57682,113.58,28.71
57774,112.16,27.45
48008,97.4,25.36
48018,96.33,24.16
48025,94.3,23.2
48042,96.1,21.98
48053,95.83,20.83
48060,99.61,21.3
48062,92.88,20.13
48078,96.46,18.91
48080,94.35,18.46
48108,98.21,14.1
48109,93.36,14.11
48110,98.6,12.43
48112,98.58,9.96
50349,124.33,51.7
50514,117.43,49.56
50758,125.9,47.16
50862,128.01,46.98
50877,129.58,46.3
52645,99.58,38.41
52657,100.25,38.18
52868,101.43,36.03
52876,102.85,36.31
52943,99.98,35.58
53942,109.5,35.81
54195,129.76,43.33
54213,119.03,42.95
54285,128.25,42.53
56074,102.08,34.0
57143,109.96,33.86
55248,84.41,32.15
55294,91.1,32.35
55437,81.25,30.28
55493,91.1,30.48
55569,87.63,29.08
55585,90.16,29.43
55598,91.76,29.25
55680,89.6,28.91
55690,91.95,27.98
56173,102.55,32.8
56202,93.28,30.66
56986,103.68,22.98
59647,109.1,21.03
56038,98.1,32.98
56178,102.35,31.0
56251,100.31,30.93
56386,103.75,29.56
56459,101.26,27.93
56548,99.28,27.16
56664,101.26,26.63
56793,104.61,25.78
56856,100.86,24.46
57405,105.58,30.5
57606,106.83,28.13
57803,106.01,27.03
57806,105.91,26.25
57825,107.98,26.6
57872,112.6,26.9
57906,106.08,25.18
57965,111.6,25.53
58015,116.33,34.41
58122,116.98,33.63
58215,116.78,32.55
58402,115.66,30.73
58407,115.05,30.25
58519,116.68,29.0
58531,118.28,29.71
58608,115.55,28.06
58626,117.21,28.3
58634,118.25,28.68
55228,80.08,32.5
55578,88.88,29.25
55664,87.08,28.63
55773,89.08,27.73
56116,95.6,31.41
56137,97.16,31.15
56172,102.23,31.9
56247,99.1,30.0
56312,94.46,29.56
56462,101.5,29.0
56651,100.21,26.86
56691,104.28,26.86
56985,103.38,23.38
57633,108.76,28.83
57902,105.18,25.43
55279,90.01,31.36
55472,88.63,30.95
55696,92.46,28.41
56079,102.96,33.58
56106,93.78,31.88
56257,100.26,30.0
56374,101.96,30.05
56385,103.33,29.51
56954,99.93,22.56
56966,101.98,23.43
57237,108.03,32.06
57306,105.96,31.58
57707,105.28,27.3
57832,108.66,26.96
51437,81.13,43.15
51477,88.31,43.35
51633,81.9,41.78
51642,84.25,41.78
51701,75.4,40.51
51720,79.05,40.5
52101,93.0,43.6
52974,102.08,35.5
53519,106.76,39.21
53602,105.66,38.83
53615,106.7,38.8
53810,105.9,36.98
53817,106.26,36.0
53903,105.71,35.96
56043,100.25,34.46
56151,100.75,32.93
47105,128.89,37.75
47108,126.96,37.56
47115,130.89,37.48
47135,128.0,36.21
47138,129.38,36.03
47159,129.03,35.09
47165,126.38,34.78
47184,126.53,33.51
23914,56.51,60.4
23921,60.43,60.68
23955,77.86,60.43
24641,121.61,63.76
28044,60.53,59.6
28440,60.63,56.8
28748,61.61,54.08
29231,82.9,58.3
29838,83.7,53.33
30372,118.26,56.9
30673,119.78,53.73
30823,107.43,51.8
30935,108.75,50.36
30965,116.52,50.38
31004,125.36,58.61
31088,143.2,59.36
31137,131.13,56.28
31168,138.14,56.45
31300,127.3,53.7
31329,132.98,53.06
31369,140.7,53.15
31371,126.0,52.78
31388,129.91,52.35
31416,136.5,52.41
31538,132.13,50.06
31594,130.08,49.41
31707,130.96,47.73
31735,135.16,48.51
31866,138.33,46.53
31873,133.73,45.86
31909,136.6,45.0
31960,131.93,43.11
32053,143.13,51.91
32061,142.16,50.9
32098,143.1,49.21
32150,142.73,46.92
32165,145.86,44.01
47003,130.39,42.31
47037,125.25,39.98
47060,125.38,38.71
47065,125.76,38.51
47067,126.53,38.5
47070,126.56,37.96
98223,120.53,18.18
98325,120.33,16.04
98328,120.6,16.41
98429,121.0,14.51
98440,122.98,14.13
98444,123.73,13.13
98543,123.61,12.36
98550,125.0,11.25
98618,118.73,9.75
98630,121.03,10.85
98755,126.33,8.36
98836,122.06,6.9
47008,129.81,41.78
47014,126.88,41.78
47016,128.16,41.4
47020,126.6,40.96
47025,129.2,40.66
47035,124.38,40.09
47041,127.55,39.93
47055,127.43,39.18
47058,125.78,39.03
47069,125.7,38.03
47005,128.3,41.81
47022,128.14,40.81
47028,124.93,40.45
47031,127.25,40.36
47039,126.25,40.16
47046,128.18,40.03
47050,125.65,39.61
47052,126.83,39.17
47061,128.18,38.73
47068,124.88,38.15
47075,127.3,38.4
44207,100.15,50.43
44212,92.08,49.8
44214,89.93,48.93
44218,91.56,48.01
44231,100.16,49.63
44232,102.7,49.38
44239,103.55,48.8
44241,106.06,48.91
44259,114.5,48.07
44272,96.85,47.75
44277,96.25,46.4
44282,101.46,47.45
44284,100.13,46.7
44285,102.76,46.9
44287,100.68,46.13
44288,102.78,46.26
44292,106.86,47.91
44294,107.48,47.3
44298,108.21,46.45
44304,110.63,47.31
44305,113.28,46.68
44314,115.63,47.16
44341,106.28,45.76
44347,105.31,44.41
44352,112.36,45.73
44354,110.11,44.9
44358,111.9,43.73
44373,104.41,43.58
28661,65.4,55.46
28838,59.08,53.35
28879,69.35,53.28
28952,63.61,53.21
29023,81.95,59.85
29122,80.94,59.05
29807,75.44,53.35
30230,108.06,57.76
30309,101.83,56.07
30385,121.48,56.58
30650,112.78,53.2
30710,104.31,52.26
30844,110.46,51.35
31532,132.17,50.82
31989,133.89,42.9
35078,68.36,51.81
35108,51.28,51.25
35188,71.36,51.13
35229,57.15,50.28
35394,73.13,49.8
35416,54.68,49.06
35576,69.65,48.3
35671,67.71,47.8
35746,61.65,46.78
35796,75.08,46.8
36003,76.95,52.28
36177,80.25,50.35
36428,84.51,49.2
36859,80.06,44.16
36870,76.93,43.23
38198,68.21,43.26
38341,71.38,42.85
42348,75.8,26.81
42361,78.25,26.23
42369,80.88,26.75
42452,75.85,25.15
42559,77.31,24.65
42647,72.63,23.06
42667,77.35,23.28
42724,91.25,23.88
42737,70.78,22.3
42779,81.9,22.76
42809,88.45,22.65
42867,79.05,21.1
42909,70.36,20.9
43003,72.85,19.11
43014,75.4,19.85
43063,73.85,18.53
43117,75.9,17.66
43128,78.46,17.45
43185,81.13,16.18
43189,82.23,16.95
43192,73.81,15.48
43233,76.43,14.23
43237,77.63,14.58
43245,79.98,14.45
43279,80.18,13.0
43284,74.88,12.91
43295,77.58,12.96
43321,77.05,11.03
43344,78.71,10.76
43371,76.94,8.48
20107,14.25,78.06
22550,40.58,64.55
22583,47.65,64.75
22768,42.9,62.1
22845,38.93,61.5
26063,30.3,59.96
26298,34.05,57.9
26477,30.61,56.35
26702,20.62,54.7
26850,27.53,53.87
26997,33.76,52.58
27595,49.28,55.6
27612,37.57,55.75
27947,41.47,52.73
27962,45.01,53.11
33008,23.68,52.11
34009,36.18,51.65
34247,41.05,50.41
34391,48.55,50.15
37018,39.06,44.1
37054,43.1,44.22
44203,99.66,51.11
44213,94.4,49.65
44215,91.71,49.01
44225,98.2,48.73
44230,102.0,49.56
44237,101.28,48.53
44256,114.4,49.55
44265,91.46,46.11
44275,98.08,46.83
44302,112.11,47.78
44313,118.61,47.61
44336,103.9,45.45
23711,56.2,62.7
23804,50.85,61.67
24125,112.43,68.5
24343,123.4,66.76
24738,117.65,62.15
24951,125.31,60.81
24959,129.71,62.01
24966,134.45,60.38
29313,79.36,57.53
29612,78.36,55.33
29698,99.03,54.88
30758,113.33,52.02
30949,111.96,49.56
32027,141.63,52.21
32411,155.58,55.58
35406,51.86,49.05
38062,65.53,44.77
38232,54.11,42.96
38388,57.76,41.03
38413,64.61,41.73
38457,69.26,41.26
38507,52.98,40.03
38545,62.28,40.46
38656,58.6,39.31
38687,63.6,39.08
38880,58.13,37.91
38895,62.18,37.59
38927,67.26,37.23
38974,61.21,36.53
98232,121.63,18.36
98526,120.2,12.0
98653,125.5,9.8
22113,33.05,68.96
22271,44.13,67.88
22820,34.26,61.81
22887,46.63,61.23
26781,32.06,54.75
27037,39.87,59.28
33345,30.45,50.4
33393,23.95,49.81
33658,25.97,48.27
33791,33.33,47.93
33837,30.76,46.43
33946,34.13,44.68
34300,36.28,49.93
34560,44.35,48.68
34691,48.8,47.9
34866,45.35,46.18
34880,48.03,46.27
37472,47.55,42.83
48327,98.98,18.78
48331,100.77,18.77
48353,101.73,17.45
48356,104.13,17.15
48375,98.55,16.66
48378,100.26,16.78
48381,102.46,16.28
48407,104.86,15.25
48431,102.08,14.96
48432,103.5,14.88
48455,100.5,13.73
48456,100.6,13.91
48480,102.12,12.6
48500,99.8,11.8
24266,133.38,67.55
24329,114.28,66.25
24382,143.23,66.44
24507,100.07,64.17
24671,135.86,63.95
24688,143.14,63.25
24817,108.01,61.26
24908,102.26,60.33
24944,120.41,60.4
29594,98.0,55.95
29676,94.88,55.25
30054,112.58,59.45
30393,124.86,56.83
30433,109.55,55.78
30469,116.76,55.11
30521,105.17,54.8
30554,113.58,54.46
30603,102.05,53.93
30612,103.33,53.72
30627,105.53,53.1
30635,109.01,53.41
30664,115.61,53.53
30692,123.96,54.0
30802,100.98,51.68
30879,119.61,51.31
30925,106.45,50.36
35358,63.5,49.63
35700,51.85,47.02
35925,56.11,45.4
36034,81.21,51.5
36061,87.16,52.26
36982,78.23,41.88
38001,50.25,44.55
38353,74.58,42.83
38392,59.81,41.75
38613,72.94,40.91
38696,66.94,39.56
38750,53.63,37.46
48935,103.13,19.46
01001,351.33,70.93
01028,19.02,74.5
01055,24.0,71.1
01152,14.4,67.25
01384,11.08,60.2
01415,5.67,58.87
02186,22.13,65.55
02226,14.5,63.18
02590,18.35,57.66
02836,26.65,67.36
02935,25.68,62.4
03005,358.81,60.13
03772,359.55,51.48
03917,353.78,54.65
03953,349.75,51.93
04018,337.4,63.96
04320,341.33,76.76
04360,322.36,65.6
06610,6.95,46.81
10637,8.58,50.05
12330,16.85,52.41
12375,20.98,52.15
12843,0.0,0.0
16560,9.05,39.25
17609,33.63,34.88
42410,91.58,26.1
42492,85.1,25.6
42634,69.66,23.25
42675,79.95,23.17
42754,75.8,22.71
42840,72.83,21.2
42886,84.08,21.91
42895,86.93,21.5
42971,85.83,20.25
43198,74.61,15.85
43201,75.63,15.41
43213,78.06,15.8
43329,79.76,11.76
43353,76.23,9.93
43369,73.0,8.3
43424,79.83,8.03
43436,81.69,7.71
43467,79.88,6.81
43497,81.13,6.11
21802,114.08,71.96
23256,78.73,67.46
23274,86.56,67.46
23330,66.53,66.53
23383,93.46,66.88
23472,87.93,65.78
23552,77.81,64.91
23631,65.05,63.93
23678,87.95,63.15
23724,60.86,62.43
23734,66.05,62.45
23849,73.5,61.25
23884,90.0,61.6
23891,96.36,61.66
23933,69.07,60.97
23966,84.08,60.35
25400,150.89,65.73
28064,65.71,59.61
28275,68.18,58.15
28382,71.18,57.68
28493,74.38,56.9
28573,69.43,56.1
28698,73.4,54.93
28722,55.83,54.71
28786,71.75,54.36
29253,89.36,58.43
29263,92.15,58.45
29282,97.45,58.38
29430,84.97,56.43
35067,66.33,51.88
35121,55.1,51.68
38763,56.28,38.98
38836,68.78,38.55
38911,65.19,37.83
38954,71.5,37.5
38987,62.35,35.28
01241,9.6,63.7
06011,353.23,62.01
06180,12.65,55.61
08001,351.58,43.36
08221,356.45,40.45
08306,2.73,39.55
08495,354.65,36.15
08589,336.48,14.9
08594,337.05,16.73
10338,9.68,52.46
11518,14.25,50.1
15420,26.18,44.48
15614,23.38,42.65
16320,17.95,40.65
16420,15.55,38.2
16597,14.48,35.84
16734,21.7,36.83
16754,25.18,35.33
17060,28.81,40.96
17128,33.0,40.11
17170,43.31,38.45
20046,58.05,80.61
20069,76.98,79.5
20087,90.61,79.55
20292,104.3,77.71
20353,68.58,76.95
20667,70.03,73.33
20674,80.23,73.5
20744,52.7,72.36
20891,102.46,71.98
21432,137.86,76.0
21824,128.91,71.58
21931,136.22,70.75
21946,147.88,70.61
21982,181.47,70.97
23022,61.7,69.75
23205,53.03,67.63
23219,59.38,67.08
23405,52.26,65.43
25123,161.28,68.75
25173,180.63,68.9
25248,160.53,65.23
25399,190.16,66.16
25551,170.41,64.68
25563,177.56,64.78
25594,186.76,64.41
25677,179.31,63.05
25913,150.78,59.55
32389,160.83,56.31
32618,165.98,55.2
21908,113.96,70.13
24982,142.78,60.71
28255,63.68,58.05
29557,88.32,55.57
29789,96.96,54.21
29822,81.33,53.8
29846,87.18,53.73
30028,106.16,59.28
30328,105.83,56.05
30777,117.7,52.23
31152,136.14,57.65
31624,133.23,49.4
31832,134.26,46.8
31913,131.98,45.21
36096,94.39,51.67
36259,88.68,50.01
36307,95.11,50.26
36974,76.0,41.43
42071,74.86,31.63
42101,76.46,30.33
42131,75.73,29.16
42165,73.3,28.0
42182,77.19,28.58
42309,94.11,27.23
42314,95.01,27.48
42328,70.91,26.9
42339,73.01,26.3
42379,83.36,26.75
42475,81.73,25.45
42571,80.83,24.56
42591,84.95,24.75
42623,93.9,24.66
42701,85.31,23.31
42798,86.18,22.81
43041,82.03,19.08
43086,79.43,18.76
43110,73.33,16.98
43314,75.78,11.25
43333,92.71,11.66
43473,80.76,6.96
58968,121.51,25.03
58974,122.06,25.63
59358,120.21,23.0
59559,120.75,22.0
59792,116.71,20.66
59997,114.36,10.38
59158,120.68,24.15
59562,121.15,22.75
59567,121.55,22.03
91165,200.65,21.98
91245,166.65,19.28
91285,204.95,19.71
91317,143.91,7.38
91334,151.83,7.45
91348,158.21,6.96
91353,160.7,6.21
91356,163.02,5.33
91376,171.38,7.08
91408,134.48,7.33
91413,138.08,9.48
91425,153.02,3.85
31174,137.53,54.83
40180,34.9,32.0
40362,43.48,29.61
40373,46.13,28.31
40430,39.7,24.55
40743,57.66,36.21
40745,59.63,36.26
40747,47.0,35.33
40754,51.31,35.68
40766,47.11,34.26
40769,49.76,34.09
40800,51.66,32.46
40809,59.2,32.86
40821,54.28,31.9
40841,56.96,30.25
40848,52.53,29.53
40856,60.88,29.46
40875,56.28,27.18
